CATEGORY_ID	SINGLEPLAYER	MULTIPLAYER	COOP	MMO	IN_APP_PURCHASE	SRC_SDK	LEVEL_EDITOR	VR_SUPPORT
3846	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3847	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3848	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3849	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3850	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3851	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3852	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3853	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3854	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3855	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3856	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3857	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3858	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3859	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3860	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3861	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3862	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3863	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3864	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3865	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3866	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3867	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3868	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3869	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3870	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3871	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
3872	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3873	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3874	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3875	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3876	WAHR	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
3878	WAHR	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
3879	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
3880	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3881	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3882	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3883	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3884	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3885	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3886	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3887	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3888	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	WAHR
3889	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3890	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3891	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3892	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3893	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3894	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3895	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3896	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3897	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3898	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3899	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3900	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3901	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3902	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3903	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3904	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3905	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3906	FALSCH	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
3907	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3908	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3909	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3910	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3911	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3912	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3913	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3914	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3915	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3916	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
3917	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3918	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3919	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3920	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3921	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3922	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
3923	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3924	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3925	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3926	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3927	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3928	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3929	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3930	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3931	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3932	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3933	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3934	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3935	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3936	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3937	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3938	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3939	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3940	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3941	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3942	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3943	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3944	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3945	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3946	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3947	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3948	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3949	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3950	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3951	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3952	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3953	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3954	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3955	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3956	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3957	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3958	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3959	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3960	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3961	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3962	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3963	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3964	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3965	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3966	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3967	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3968	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3969	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3970	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3971	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3972	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3973	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3974	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3975	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3976	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3977	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3978	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
3979	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3980	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
3981	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3982	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3983	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3984	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3985	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3986	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3987	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3988	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3989	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3990	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3991	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3992	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3993	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3994	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3995	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3996	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3997	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3998	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
3999	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4000	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4001	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4002	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4003	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4004	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4005	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4006	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4007	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4008	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4009	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4010	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4011	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4012	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4013	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4014	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4015	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4016	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4017	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4018	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
4019	FALSCH	WAHR	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH
4020	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4021	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4022	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4023	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4024	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4025	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4026	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4027	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4028	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4029	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4030	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4031	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4032	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4033	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4034	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4036	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4037	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4038	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4039	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4040	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4041	WAHR	WAHR	WAHR	FALSCH	WAHR	FALSCH	WAHR	WAHR
4042	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4043	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4044	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4045	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4046	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4047	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4048	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4049	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4050	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4051	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4052	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4053	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4054	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4055	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4056	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4057	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4058	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4059	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4060	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4061	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4062	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4063	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4064	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4065	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4066	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4067	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4068	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4069	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4070	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4071	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4073	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4074	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4075	FALSCH	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
4076	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4077	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4078	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4079	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4080	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4081	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4082	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4083	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4084	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4085	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4086	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4087	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4088	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4089	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4090	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4091	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4092	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4093	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4094	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4095	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4096	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
4097	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4098	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4099	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4100	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4101	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4102	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4104	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4105	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4106	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4107	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4108	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
4109	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4110	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4111	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4112	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4113	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4114	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4115	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4116	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4117	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4118	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4119	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4120	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4121	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4122	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4123	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4124	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4125	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4126	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4127	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4128	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4129	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
4130	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
