CATEGORY_ID	SINGLEPLAYER	MULTIPLAYER	COOP	MMO	IN_APP_PURCHASE	SRC_SDK	LEVEL_EDITOR	VR_SUPPORT
7372	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7373	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7374	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7375	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7376	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7377	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7378	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7379	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7380	FALSCH	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7381	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7382	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7383	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7384	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7385	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7386	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7387	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7389	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7390	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7391	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7392	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7393	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7394	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7395	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7396	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7397	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7398	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7399	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7400	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7401	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7402	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7403	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7404	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7405	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7407	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7408	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7409	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7410	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7411	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7412	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7413	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7414	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7415	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7416	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7417	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7418	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7419	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7420	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7422	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7423	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7424	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7425	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7426	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7427	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7428	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7429	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7430	FALSCH	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7431	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7433	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7434	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7435	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7436	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7437	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7438	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7439	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7440	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7441	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7442	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7443	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7444	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7445	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7446	WAHR	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7447	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7448	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7449	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7450	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7451	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
7452	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7453	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7454	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7455	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7456	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7457	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7458	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7459	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7460	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7461	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7462	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7463	FALSCH	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
7464	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7465	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7466	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7467	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7468	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7469	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7470	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7471	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7472	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7473	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7474	WAHR	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
7476	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7477	FALSCH	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7478	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7479	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7480	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7481	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7482	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7483	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7484	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7485	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7486	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7487	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7488	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7489	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7490	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7491	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7492	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7493	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7494	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7495	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7496	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7497	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7498	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7499	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7500	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7501	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7503	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7504	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7505	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7506	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7507	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7508	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7509	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7510	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7512	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7513	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7514	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7515	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7516	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7517	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7518	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7519	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7520	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7521	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7523	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7524	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7525	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7526	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7527	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7528	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7529	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7530	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7531	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7532	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7534	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7535	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7536	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7537	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7538	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7539	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7540	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7541	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7542	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7543	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7544	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7545	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7546	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7547	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7548	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7549	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7550	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7551	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7552	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7553	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7554	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7555	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7556	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7557	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7558	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7559	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7560	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7561	FALSCH	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
7562	WAHR	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7563	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7564	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7565	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7566	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7567	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7568	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7569	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7570	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7571	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7572	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7573	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7574	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7575	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7576	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7577	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7578	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7579	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7580	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7581	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7582	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7583	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7584	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7585	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7586	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7587	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7588	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7589	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7590	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7591	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7592	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7593	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7594	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7595	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7596	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7597	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7598	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7599	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7600	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7601	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7602	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7603	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7604	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7605	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7606	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7607	WAHR	WAHR	FALSCH	FALSCH	WAHR	FALSCH	FALSCH	FALSCH
7608	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7609	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7610	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7611	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7612	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7613	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7614	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7615	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7616	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7617	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7618	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7619	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7620	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7621	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7622	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7623	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7624	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7625	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7626	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7627	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7628	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7629	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7630	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR
7631	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7632	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7633	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7634	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7635	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7636	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7637	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7638	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7639	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7640	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7641	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7642	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7643	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7644	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7645	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7646	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7647	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7648	WAHR	WAHR	FALSCH	WAHR	FALSCH	FALSCH	FALSCH	FALSCH
7649	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7650	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7651	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7652	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7653	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7654	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7655	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7656	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7657	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
7658	WAHR	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7659	WAHR	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
7660	WAHR	WAHR	WAHR	FALSCH	FALSCH	FALSCH	WAHR	FALSCH
